Ac,Date,Transaction,Transaction_amount,Transaction_Type,Balance
260874582,2020-11-10,Rent-payment,11561,W,705585
260874582,2020-11-17,Other,33176,D,738761
260874582,2020-11-28,Rent-payment,31348,W,707413
260874582,2020-12-09,Other,31612,W,675801
260874582,2020-12-17,Friend,40194,D,715995
260874582,2020-12-19,Friend,7125,D,723120
260874582,2020-12-22,Fuel,22884,W,700236
260874582,2020-12-23,Salary,34660,D,734896
260874582,2020-12-24,Other,45326,D,780222
260874582,2020-12-25,Other,23131,D,803353
260874582,2021-01-06,Bank-transfered,30320,W,773033
260874582,2021-01-10,Online-Shopping,15803,W,757230
260874582,2021-01-17,Other,21596,D,778826
260874582,2021-01-21,Fuel,47994,W,730832
260874582,2021-02-01,Friend,29935,D,760767
260874582,2021-02-19,Fuel,23801,W,736966
260874582,2021-02-21,Salary,5688,D,742654
260874582,2021-03-08,Fuel,36996,W,705658
260874582,2021-03-26,Bank-transfered,5164,W,700494
260874582,2021-04-05,Online-Shopping,36922,W,663572
260874582,2021-04-17,Online-Shopping,45919,W,617653
260874582,2021-04-21,Friend,18762,D,636415
260874582,2021-04-28,Credit-bill,2946,W,633469
260874582,2021-04-28,Incentive,40785,D,674254
260874582,2021-04-29,Bank-transfered,7663,W,666591
260874582,2021-05-04,Incentive,28597,D,695188
260874582,2021-05-07,Friend,9597,D,704785
260874582,2021-05-09,Other,35520,D,740305
260874582,2021-05-21,Salary,38949,D,779254
260874582,2021-05-26,Friend,41126,D,820380
260874582,2021-05-31,Online-Shopping,47272,W,773108
260874582,2021-05-31,Rent-payment,40916,W,732192
260874582,2021-06-05,Credit-bill,17377,W,714815
260874582,2021-06-14,Other,26144,W,688671
260874582,2021-06-14,Incentive,14249,D,702920
260874582,2021-06-14,Salary,46259,D,749179
260874582,2021-06-17,Friend,3017,D,752196
260874582,2021-06-25,Fuel,18946,W,733250
260874582,2021-06-30,Credit-bill,46503,W,686747
260874582,2021-07-05,Other,6674,D,693421
260874582,2021-07-20,Other,7938,W,685483
260874582,2021-07-22,Other,32124,D,717607
260874582,2021-07-26,Other,33222,D,750829
260874582,2021-08-25,Salary,24121,D,774950
260874582,2021-09-01,Other,48373,W,726577
260874582,2021-09-05,Fuel,14199,W,712378
260874582,2021-09-08,Salary,4732,D,717110
260874582,2021-09-09,Other,40609,W,676501
260874582,2021-09-09,Salary,35111,D,711612
260874582,2021-09-09,Other,12019,W,699593
260874582,2021-09-10,Salary,26061,D,725654
260874582,2021-09-20,Bank-transfered,20932,W,704722
260874582,2021-09-28,Friend,12028,D,716750
260874582,2021-10-07,Salary,36643,D,753393
260874582,2021-10-08,Friend,37191,D,790584
260874582,2021-10-11,Other,49526,D,840110
260874582,2021-10-13,Other,14810,W,825300
260874582,2021-10-21,Incentive,44097,D,869397
260874582,2021-10-30,Online-Shopping,12874,W,856523
260874582,2021-11-04,Incentive,46719,D,903242
260874582,2021-11-05,Other,5214,W,898028
260874582,2021-11-07,Other,49832,W,848196
260874582,2021-11-10,Friend,49200,D,897396
260874582,2021-11-14,Rent-payment,42559,W,854837
260874582,2021-11-15,Rent-payment,48365,W,806472
260874582,2021-11-16,Other,46907,W,759565
260874582,2021-11-20,Fuel,20552,W,739013
260874582,2021-11-25,Salary,8492,D,747505
260874582,2021-11-27,Incentive,47703,D,795208
260874582,2021-12-08,Fuel,28696,W,766512
260874582,2021-12-15,Bank-transfered,26840,W,739672
260874582,2021-12-21,Salary,9418,D,749090
260874582,2021-12-31,Incentive,34085,D,783175
411482222,2017-01-05,Rent-payment,14869,W,734076
411482222,2017-01-05,Friend,33826,D,767902
411482222,2017-01-08,Other,16287,W,751615
411482222,2017-01-31,Rent-payment,40490,W,711125
411482222,2017-02-03,Friend,1659,D,712784
411482222,2017-02-05,Credit-bill,45592,W,667192
411482222,2017-02-18,Online-Shopping,40303,W,626889
411482222,2017-02-19,Salary,11342,D,638231
411482222,2017-02-27,Fuel,13030,W,625201
411482222,2017-03-05,Incentive,23136,D,648337
411482222,2017-03-11,Rent-payment,16066,W,632271
411482222,2017-03-22,Fuel,2970,W,629301
411482222,2017-03-24,Online-Shopping,37671,W,591630
411482222,2017-04-10,Other,49769,D,641399
411482222,2017-04-12,Other,30844,W,610555
411482222,2017-04-15,Other,16711,D,627266
411482222,2017-04-27,Other,21210,D,648476
411482222,2017-04-28,Online-Shopping,43639,W,604837
411482222,2017-05-12,Other,16221,D,621058
411482222,2017-06-09,Online-Shopping,18811,W,602247
411482222,2017-06-09,Incentive,28588,D,630835
411482222,2017-06-10,Other,29048,W,601787
411482222,2017-06-29,Friend,1211,D,602998
411482222,2017-07-12,Salary,32400,D,635398
411482222,2017-07-22,Salary,21525,D,656923
411482222,2017-07-28,Incentive,5656,D,662579
411482222,2017-07-30,Other,42805,D,705384
411482222,2017-08-01,Salary,46779,D,752163
411482222,2017-08-11,Other,36441,D,788604
411482222,2017-08-13,Credit-bill,12428,W,776176
411482222,2017-08-17,Salary,19086,D,795262
411482222,2017-08-19,Fuel,9927,W,785335
411482222,2017-08-21,Friend,3349,D,788684
411482222,2017-09-04,Bank-transfered,10791,W,777893
411482222,2017-09-05,Bank-transfered,27611,W,750282
411482222,2017-09-06,Credit-bill,39975,W,710307
411482222,2017-09-11,Incentive,46662,D,756969
411482222,2017-09-19,Incentive,12790,D,769759
411482222,2017-10-01,Friend,15526,D,785285
411482222,2017-10-02,Incentive,11574,D,796859
411482222,2017-10-05,Credit-bill,2565,W,794294
411482222,2017-10-12,Friend,45123,D,839417
411482222,2017-10-15,Other,37913,D,877330
411482222,2017-10-23,Friend,35299,D,912629
411482222,2017-11-12,Rent-payment,14291,W,898338
411482222,2017-11-12,Online-Shopping,13279,W,885059
411482222,2017-11-15,Other,25350,W,859709
411482222,2017-12-07,Salary,7671,D,867380
411482222,2017-12-11,Online-Shopping,27335,W,840045
411482222,2017-12-13,Other,8871,D,848916
411482222,2017-12-23,Rent-payment,26031,W,822885
411482222,2018-01-01,Other,7757,D,830642
411482222,2018-01-03,Online-Shopping,39219,W,791423
411482222,2018-01-07,Online-Shopping,1823,W,789600
411482222,2018-01-15,Credit-bill,41119,W,748481
411482222,2018-01-18,Credit-bill,30655,W,717826
411482222,2018-01-25,Bank-transfered,37809,W,680017
411482222,2018-01-28,Incentive,39347,D,719364
411482222,2018-02-03,Fuel,13431,W,705933
411482222,2018-02-05,Other,38246,D,744179
411482222,2018-02-07,Other,15789,W,728390
411482222,2018-02-08,Incentive,7352,D,735742
411482222,2018-02-12,Fuel,2811,W,732931
411482222,2018-02-18,Other,28417,D,761348
411482222,2018-02-23,Bank-transfered,13538,W,747810
411482222,2018-03-02,Bank-transfered,20094,W,727716
411482222,2018-03-04,Other,47717,D,775433
411482222,2018-03-09,Incentive,12129,D,787562
411482222,2018-03-09,Friend,33915,D,821477
411482222,2018-03-15,Salary,39494,D,860971
411482222,2018-03-24,Other,20976,D,881947
411482222,2018-04-07,Salary,31772,D,913719
411482222,2018-04-19,Friend,38424,D,952143
411482222,2018-04-27,Fuel,3089,W,949054
411482222,2018-04-29,Salary,2817,D,951871
411482222,2018-04-29,Incentive,42645,D,994516
411482222,2018-05-06,Other,11798,D,1006314
411482222,2018-05-09,Friend,29714,D,1036028
411482222,2018-05-11,Other,21944,D,1057972
411482222,2018-05-30,Incentive,27962,D,1085934
411482222,2018-05-30,Bank-transfered,21185,W,1064749
411482222,2018-05-31,Other,18245,D,1082994
411482222,2018-05-31,Salary,31560,D,1114554
411482222,2018-06-15,Credit-bill,11195,W,1103359
411482222,2018-06-25,Online-Shopping,4740,W,1098619
411482222,2018-07-10,Incentive,46812,D,1145431
411482222,2018-07-10,Rent-payment,28751,W,1116680
411482222,2018-07-15,Other,22703,W,1093977
411482222,2018-07-21,Fuel,42796,W,1051181
411482222,2018-07-22,Fuel,43595,W,1007586
411482222,2018-07-29,Incentive,24595,D,1032181
411482222,2018-08-04,Other,34475,W,997706
411482222,2018-08-20,Other,10278,D,1007984
411482222,2018-08-29,Other,3626,D,1011610
411482222,2018-08-31,Other,41403,W,970207
411482222,2018-09-02,Credit-bill,45195,W,925012
411482222,2018-09-08,Bank-transfered,25464,W,899548
411482222,2018-09-12,Fuel,41306,W,858242
411482222,2018-09-30,Other,45974,D,904216
411482222,2018-10-07,Fuel,18858,W,885358
411482222,2018-10-08,Friend,5492,D,890850
411482222,2018-10-14,Bank-transfered,39849,W,851001
411482222,2018-10-24,Salary,2401,D,853402
411482222,2018-10-26,Bank-transfered,10539,W,842863
411482222,2018-11-01,Other,4260,D,847123
411482222,2018-11-06,Salary,21044,D,868167
411482222,2018-11-09,Other,35307,W,832860
411482222,2018-11-10,Other,13376,D,846236
411482222,2018-11-17,Fuel,20516,W,825720
411482222,2018-11-19,Rent-payment,12166,W,813554
411482222,2018-11-20,Bank-transfered,11284,W,802270
411482222,2018-11-24,Bank-transfered,18090,W,784180
411482222,2018-11-26,Friend,22903,D,807083
411482222,2018-11-30,Friend,14460,D,821543
411482222,2018-12-03,Incentive,33886,D,855429
411482222,2018-12-06,Rent-payment,38349,W,817080
411482222,2018-12-14,Other,37967,D,855047
411482222,2018-12-16,Incentive,1566,D,856613
411482222,2018-12-27,Friend,15888,D,872501
411482222,2018-12-27,Fuel,12343,W,860158
411482222,2019-01-13,Incentive,20391,D,880549
411482222,2019-01-14,Incentive,38514,D,919063
411482222,2019-01-20,Salary,32408,D,951471
411482222,2019-02-01,Other,38598,W,912873
411482222,2019-02-02,Fuel,40333,W,872540
411482222,2019-02-06,Online-Shopping,9386,W,863154
411482222,2019-02-19,Friend,47180,D,910334
411482222,2019-02-27,Other,5329,D,915663
411482222,2019-02-28,Fuel,7717,W,907946
411482222,2019-03-10,Other,24949,D,932895
411482222,2019-03-16,Friend,10146,D,943041
411482222,2019-03-23,Other,2114,W,940927
411482222,2019-03-31,Friend,19263,D,960190
411482222,2019-04-02,Friend,15559,D,975749
411482222,2019-04-13,Fuel,28751,W,946998
411482222,2019-04-28,Credit-bill,22220,W,924778
411482222,2019-04-29,Other,8901,W,915877
411482222,2019-05-04,Credit-bill,23257,W,892620
411482222,2019-05-05,Rent-payment,3545,W,889075
411482222,2019-05-05,Other,28657,D,917732
411482222,2019-05-08,Fuel,29579,W,888153
411482222,2019-05-13,Other,33830,W,854323
411482222,2019-05-16,Friend,6880,D,861203
411482222,2019-05-17,Credit-bill,46503,W,814700
411482222,2019-05-24,Friend,21422,D,836122
411482222,2019-06-08,Other,21136,W,814986
411482222,2019-06-12,Other,49149,D,864135
411482222,2019-06-23,Salary,13203,D,877338
411482222,2019-07-11,Other,12769,D,890107
411482222,2019-07-12,Bank-transfered,43068,W,847039
411482222,2019-07-22,Other,14899,D,861938
411482222,2019-07-27,Incentive,22710,D,884648
411482222,2019-07-28,Other,31707,W,852941
411482222,2019-08-08,Bank-transfered,41361,W,811580
411482222,2019-08-11,Incentive,43332,D,854912
411482222,2019-08-24,Fuel,28869,W,826043
411482222,2019-09-01,Incentive,10856,D,836899
411482222,2019-09-11,Rent-payment,19482,W,817417
411482222,2019-09-28,Incentive,44524,D,861941
411482222,2019-09-30,Incentive,28878,D,890819
411482222,2019-10-25,Other,40065,D,930884
411482222,2019-10-31,Friend,34131,D,965015
411482222,2019-11-09,Other,37055,W,927960
411482222,2019-11-13,Incentive,20881,D,948841
411482222,2019-11-25,Credit-bill,14865,W,933976
411482222,2019-11-26,Other,6930,D,940906
411482222,2019-12-03,Salary,36803,D,977709
411482222,2019-12-11,Rent-payment,15957,W,961752
411482222,2019-12-18,Salary,18696,D,980448
411482222,2019-12-18,Bank-transfered,10774,W,969674
411482222,2020-01-02,Rent-payment,26978,W,942696
411482222,2020-01-16,Credit-bill,12674,W,930022
411482222,2020-01-17,Credit-bill,33933,W,896089
411482222,2020-01-23,Salary,32869,D,928958
411482222,2020-01-29,Salary,30154,D,959112
411482222,2020-01-30,Online-Shopping,43482,W,915630
411482222,2020-02-07,Salary,23146,D,938776
411482222,2020-02-15,Salary,9973,D,948749
411482222,2020-02-16,Other,8908,W,939841
411482222,2020-02-17,Bank-transfered,14858,W,924983
411482222,2020-02-19,Salary,28952,D,953935
411482222,2020-02-21,Other,26675,D,980610
411482222,2020-02-25,Other,32677,D,1013287
411482222,2020-03-05,Rent-payment,36867,W,976420
411482222,2020-03-13,Other,33556,W,942864
411482222,2020-03-14,Rent-payment,30897,W,911967
411482222,2020-03-29,Friend,31287,D,943254
411482222,2020-04-25,Bank-transfered,38306,W,904948
411482222,2020-05-01,Credit-bill,8222,W,896726
411482222,2020-05-12,Online-Shopping,17028,W,879698
411482222,2020-05-13,Salary,43053,D,922751
411482222,2020-05-21,Salary,2688,D,925439
411482222,2020-05-24,Online-Shopping,39532,W,885907
411482222,2020-05-27,Incentive,9072,D,894979
411482222,2020-06-08,Other,23598,D,918577
411482222,2020-06-11,Incentive,8459,D,927036
411482222,2020-06-26,Credit-bill,40735,W,886301
411482222,2020-07-10,Incentive,14782,D,901083
411482222,2020-07-11,Other,35297,D,936380
411482222,2020-07-20,Incentive,41918,D,978298
411482222,2020-07-24,Credit-bill,10553,W,967745
411482222,2020-07-24,Bank-transfered,13998,W,953747
411482222,2020-07-28,Fuel,16240,W,937507
411482222,2020-08-04,Salary,30263,D,967770
411482222,2020-08-07,Rent-payment,35563,W,932207
411482222,2020-08-12,Salary,13304,D,945511
411482222,2020-08-18,Friend,13931,D,959442
411482222,2020-08-23,Credit-bill,24689,W,934753
411482222,2020-08-24,Salary,38456,D,973209
411482222,2020-08-24,Bank-transfered,14626,W,958583
411482222,2020-09-10,Credit-bill,13932,W,944651
411482222,2020-09-13,Fuel,4007,W,940644
411482222,2020-09-15,Friend,5707,D,946351
411482222,2020-09-16,Salary,23155,D,969506
411482222,2020-09-23,Other,29737,D,999243
411482222,2020-09-28,Bank-transfered,3970,W,995273
411482222,2020-10-03,Rent-payment,43189,W,952084
411482222,2020-10-07,Other,44887,W,907197
411482222,2020-10-07,Rent-payment,27653,W,879544
411482222,2020-10-16,Salary,14855,D,894399
411482222,2020-10-19,Online-Shopping,45656,W,848743
411482222,2020-10-24,Bank-transfered,15770,W,832973
411482222,2020-11-06,Incentive,49149,D,882122
411482222,2020-11-14,Friend,41522,D,923644
411482222,2020-11-15,Fuel,5144,W,918500
411482222,2020-11-27,Other,29240,D,947740
411482222,2020-12-03,Bank-transfered,33266,W,914474
411482222,2020-12-03,Other,48207,D,962681
411482222,2020-12-22,Rent-payment,41676,W,921005
411482222,2020-12-28,Salary,8878,D,929883
411482222,2021-01-01,Bank-transfered,12644,W,917239
411482222,2021-01-04,Incentive,33384,D,950623
411482222,2021-01-10,Rent-payment,19038,W,931585
411482222,2021-01-10,Salary,29369,D,960954
411482222,2021-01-15,Fuel,9076,W,951878
411482222,2021-01-16,Friend,41095,D,992973
411482222,2021-01-21,Salary,28099,D,1021072
411482222,2021-02-01,Other,45641,D,1066713
411482222,2021-02-01,Rent-payment,33842,W,1032871
411482222,2021-02-02,Friend,34417,D,1067288
411482222,2021-02-06,Incentive,27747,D,1095035
411482222,2021-02-07,Fuel,40754,W,1054281
411482222,2021-02-07,Salary,20292,D,1074573
411482222,2021-02-13,Incentive,23188,D,1097761
411482222,2021-02-17,Incentive,35868,D,1133629
411482222,2021-03-02,Credit-bill,33563,W,1100066
411482222,2021-03-12,Salary,19625,D,1119691
411482222,2021-03-21,Online-Shopping,2094,W,1117597
411482222,2021-03-26,Credit-bill,27060,W,1090537
411482222,2021-03-28,Incentive,46179,D,1136716
411482222,2021-03-29,Rent-payment,23872,W,1112844
411482222,2021-04-21,Online-Shopping,35817,W,1077027
411482222,2021-04-24,Incentive,49378,D,1126405
411482222,2021-05-11,Other,2803,W,1123602
411482222,2021-05-12,Salary,37286,D,1160888
411482222,2021-05-17,Friend,7775,D,1168663
411482222,2021-05-20,Salary,15211,D,1183874
411482222,2021-05-23,Friend,23906,D,1207780
411482222,2021-06-03,Friend,49045,D,1256825
411482222,2021-06-15,Fuel,16152,W,1240673
411482222,2021-06-15,Bank-transfered,6015,W,1234658
411482222,2021-06-19,Fuel,23779,W,1210879
411482222,2021-06-24,Other,18506,W,1192373
411482222,2021-07-05,Other,9526,W,1182847
411482222,2021-07-08,Other,5258,W,1177589
411482222,2021-07-11,Incentive,18941,D,1196530
411482222,2021-07-12,Other,18894,W,1177636
411482222,2021-07-13,Online-Shopping,43018,W,1134618
411482222,2021-07-19,Other,11532,D,1146150
411482222,2021-07-22,Friend,5471,D,1151621
411482222,2021-07-24,Online-Shopping,18861,W,1132760
411482222,2021-07-28,Friend,43412,D,1176172
411482222,2021-08-06,Rent-payment,37174,W,1138998
411482222,2021-08-13,Salary,14866,D,1153864
411482222,2021-08-17,Online-Shopping,14202,W,1139662
411482222,2021-08-18,Credit-bill,2796,W,1136866
411482222,2021-08-20,Salary,24172,D,1161038
411482222,2021-08-23,Salary,48866,D,1209904
411482222,2021-09-06,Incentive,5022,D,1214926
411482222,2021-09-07,Other,22291,D,1237217
411482222,2021-09-12,Rent-payment,31038,W,1206179
411482222,2021-09-13,Friend,5290,D,1211469
411482222,2021-09-15,Other,20409,D,1231878
411482222,2021-09-18,Fuel,31328,W,1200550
411482222,2021-09-20,Rent-payment,45334,W,1155216
411482222,2021-09-22,Other,47296,W,1107920
411482222,2021-09-23,Credit-bill,45462,W,1062458
411482222,2021-10-06,Incentive,32974,D,1095432
411482222,2021-10-14,Bank-transfered,47888,W,1047544
411482222,2021-10-15,Bank-transfered,11011,W,1036533
411482222,2021-10-17,Friend,9192,D,1045725
411482222,2021-10-19,Rent-payment,13144,W,1032581
411482222,2021-10-21,Friend,36048,D,1068629
411482222,2021-10-29,Credit-bill,38239,W,1030390
411482222,2021-11-05,Rent-payment,40748,W,989642
411482222,2021-11-08,Rent-payment,19088,W,970554
411482222,2021-11-09,Other,2074,D,972628
411482222,2021-11-24,Friend,14898,D,987526
411482222,2021-12-09,Salary,6444,D,993970
411482222,2021-12-12,Rent-payment,41831,W,952139
411482222,2021-12-20,Fuel,39539,W,912600
411482222,2021-12-22,Online-Shopping,41387,W,871213
411482222,2021-12-24,Other,16228,W,854985
411482222,2021-12-25,Friend,31943,D,886928
488540177,2017-01-02,Friend,26831,D,337971
488540177,2017-01-22,Other,5977,W,331994
488540177,2017-01-30,Friend,47546,D,379540
488540177,2017-02-19,Credit-bill,33800,W,345740
488540177,2017-02-22,Online-Shopping,42507,W,303233
488540177,2017-03-03,Credit-bill,3609,W,299624
488540177,2017-03-09,Fuel,17650,W,281974
488540177,2017-03-10,Salary,20055,D,302029
488540177,2017-04-02,Other,5598,W,296431
488540177,2017-04-02,Other,30394,D,326825
488540177,2017-04-28,Incentive,18055,D,344880
488540177,2017-05-07,Other,11676,W,333204
488540177,2017-05-09,Rent-payment,14635,W,318569
488540177,2017-06-01,Online-Shopping,30376,W,288193
488540177,2017-06-03,Credit-bill,31808,W,256385
488540177,2017-06-05,Other,4362,D,260747
488540177,2017-06-14,Bank-transfered,17368,W,243379
488540177,2017-06-19,Credit-bill,27864,W,215515
488540177,2017-06-24,Fuel,19804,W,195711
488540177,2017-06-28,Bank-transfered,1103,W,194608
488540177,2017-07-06,Other,34769,D,229377
488540177,2017-08-02,Incentive,29397,D,258774
488540177,2017-08-03,Rent-payment,49409,W,209365
488540177,2017-08-05,Fuel,40802,W,168563
488540177,2017-08-24,Other,17093,W,151470
488540177,2017-09-04,Other,22120,D,173590
488540177,2017-09-07,Rent-payment,8432,W,165158
488540177,2017-09-10,Rent-payment,32323,W,132835
488540177,2017-09-11,Friend,9870,D,142705
488540177,2017-09-13,Online-Shopping,36179,W,106526
488540177,2017-09-14,Incentive,36065,D,142591
488540177,2017-09-19,Salary,39056,D,181647
488540177,2017-09-28,Incentive,33236,D,214883
488540177,2017-10-08,Other,9215,W,205668
488540177,2017-10-14,Salary,38787,D,244455
488540177,2017-10-16,Incentive,41009,D,285464
488540177,2017-11-02,Other,5592,D,291056
488540177,2017-11-15,Friend,38581,D,329637
488540177,2017-11-18,Online-Shopping,30445,W,299192
488540177,2017-11-18,Friend,37830,D,337022
488540177,2017-12-01,Credit-bill,2316,W,334706
488540177,2017-12-03,Rent-payment,10258,W,324448
488540177,2017-12-10,Bank-transfered,45729,W,278719
488540177,2018-01-01,Bank-transfered,2936,W,275783
488540177,2018-01-05,Credit-bill,19715,W,256068
488540177,2018-01-11,Other,44410,D,300478
488540177,2018-01-18,Online-Shopping,43989,W,256489
488540177,2018-01-21,Other,48756,D,305245
488540177,2018-01-21,Friend,11440,D,316685
488540177,2018-01-26,Fuel,25082,W,291603
488540177,2018-01-27,Other,6907,D,298510
488540177,2018-02-01,Bank-transfered,27188,W,271322
488540177,2018-02-02,Credit-bill,37326,W,233996
488540177,2018-02-04,Other,46492,W,187504
488540177,2018-02-05,Friend,9000,D,196504
488540177,2018-02-13,Other,42012,W,154492
488540177,2018-02-13,Bank-transfered,11026,W,143466
488540177,2018-02-13,Credit-bill,12822,W,130644
488540177,2018-02-24,Incentive,13838,D,144482
488540177,2018-03-01,Salary,9058,D,153540
488540177,2018-03-01,Friend,2638,D,156178
488540177,2018-03-08,Incentive,29535,D,185713
488540177,2018-03-13,Credit-bill,31679,W,154034
488540177,2018-03-19,Salary,43505,D,197539
488540177,2018-04-05,Credit-bill,33609,W,163930
488540177,2018-04-11,Fuel,14798,W,149132
488540177,2018-04-16,Other,32416,D,181548
488540177,2018-04-21,Fuel,40792,W,140756
488540177,2018-04-25,Incentive,22726,D,163482
488540177,2018-04-25,Other,43453,D,206935
488540177,2018-05-04,Other,5625,W,201310
488540177,2018-05-07,Friend,16795,D,218105
488540177,2018-05-21,Other,36054,D,254159
488540177,2018-06-08,Friend,13264,D,267423
488540177,2018-06-10,Fuel,13299,W,254124
488540177,2018-06-17,Friend,33597,D,287721
488540177,2018-06-22,Other,37260,D,324981
488540177,2018-06-25,Incentive,21814,D,346795
488540177,2018-06-28,Online-Shopping,2607,W,344188
488540177,2018-07-06,Credit-bill,3949,W,340239
488540177,2018-07-12,Online-Shopping,38540,W,301699
488540177,2018-07-12,Salary,43818,D,345517
488540177,2018-07-15,Incentive,17578,D,363095
488540177,2018-07-16,Incentive,34849,D,397944
488540177,2018-07-18,Other,40898,D,438842
488540177,2018-07-26,Rent-payment,32674,W,406168
488540177,2018-07-29,Incentive,22357,D,428525
488540177,2018-07-31,Incentive,41881,D,470406
488540177,2018-08-04,Other,21205,D,491611
488540177,2018-08-13,Rent-payment,8265,W,483346
488540177,2018-08-27,Salary,21698,D,505044
488540177,2018-09-06,Other,7384,W,497660
488540177,2018-09-08,Salary,37929,D,535589
488540177,2018-09-11,Online-Shopping,36498,W,499091
488540177,2018-09-23,Credit-bill,7137,W,491954
488540177,2018-09-26,Credit-bill,49835,W,442119
488540177,2018-09-29,Other,22019,W,420100
488540177,2018-10-07,Friend,37667,D,457767
488540177,2018-10-21,Online-Shopping,7986,W,449781
488540177,2018-10-22,Incentive,35438,D,485219
488540177,2018-10-24,Other,36631,D,521850
488540177,2018-10-25,Other,47590,D,569440
488540177,2018-10-28,Bank-transfered,37605,W,531835
488540177,2018-11-01,Other,27250,D,559085
488540177,2018-11-24,Credit-bill,25253,W,533832
488540177,2018-11-26,Bank-transfered,35051,W,498781
488540177,2018-12-02,Rent-payment,25546,W,473235
488540177,2018-12-06,Other,18669,W,454566
488540177,2018-12-09,Other,5166,D,459732
488540177,2018-12-22,Rent-payment,21106,W,438626
488540177,2018-12-29,Rent-payment,25836,W,412790
488540177,2019-01-01,Other,14320,D,427110
488540177,2019-01-01,Incentive,22801,D,449911
488540177,2019-01-04,Other,14834,D,464745
488540177,2019-01-13,Fuel,24634,W,440111
488540177,2019-01-14,Other,11176,W,428935
488540177,2019-01-17,Incentive,13650,D,442585
488540177,2019-01-23,Incentive,34144,D,476729
488540177,2019-01-30,Other,44882,D,521611
488540177,2019-01-31,Bank-transfered,49674,W,471937
488540177,2019-02-19,Rent-payment,38323,W,433614
488540177,2019-02-20,Online-Shopping,9292,W,424322
488540177,2019-02-25,Rent-payment,36118,W,388204
488540177,2019-02-26,Online-Shopping,7939,W,380265
488540177,2019-03-04,Bank-transfered,3873,W,376392
488540177,2019-03-11,Incentive,14616,D,391008
488540177,2019-03-15,Friend,46073,D,437081
488540177,2019-03-15,Salary,26835,D,463916
488540177,2019-03-21,Incentive,24274,D,488190
488540177,2019-03-31,Bank-transfered,10472,W,477718
488540177,2019-04-02,Fuel,18926,W,458792
488540177,2019-04-06,Salary,6360,D,465152
488540177,2019-04-22,Incentive,23176,D,488328
488540177,2019-04-29,Friend,24322,D,512650
488540177,2019-05-17,Rent-payment,10205,W,502445
488540177,2019-05-18,Other,29841,D,532286
488540177,2019-05-20,Online-Shopping,32391,W,499895
488540177,2019-05-26,Salary,35909,D,535804
488540177,2019-05-28,Incentive,31878,D,567682
488540177,2019-06-01,Bank-transfered,43465,W,524217
488540177,2019-06-06,Incentive,30740,D,554957
488540177,2019-06-12,Rent-payment,12029,W,542928
488540177,2019-06-17,Incentive,48901,D,591829
488540177,2019-06-30,Incentive,14460,D,606289
488540177,2019-07-03,Salary,39264,D,645553
488540177,2019-07-06,Fuel,17011,W,628542
488540177,2019-07-08,Incentive,6064,D,634606
488540177,2019-07-14,Credit-bill,8808,W,625798
488540177,2019-07-16,Other,10674,W,615124
488540177,2019-07-22,Other,7000,D,622124
488540177,2019-07-23,Bank-transfered,1724,W,620400
488540177,2019-07-27,Friend,10811,D,631211
488540177,2019-08-06,Fuel,32547,W,598664
488540177,2019-08-18,Rent-payment,13469,W,585195
488540177,2019-08-20,Other,11175,D,596370
488540177,2019-09-04,Incentive,39722,D,636092
488540177,2019-09-28,Salary,25804,D,661896
488540177,2019-09-29,Salary,30967,D,692863
488540177,2019-10-03,Online-Shopping,26739,W,666124
488540177,2019-10-05,Bank-transfered,35028,W,631096
488540177,2019-10-14,Friend,14652,D,645748
488540177,2019-10-16,Fuel,27236,W,618512
488540177,2019-10-30,Rent-payment,19150,W,599362
488540177,2019-10-30,Salary,7603,D,606965
488540177,2019-11-04,Friend,17354,D,624319
488540177,2019-11-07,Salary,23784,D,648103
488540177,2019-11-11,Bank-transfered,17061,W,631042
488540177,2019-11-17,Other,9482,D,640524
488540177,2019-11-20,Friend,35385,D,675909
488540177,2019-12-13,Other,11965,W,663944
488540177,2019-12-15,Other,29300,D,693244
488540177,2020-01-05,Friend,30955,D,724199
488540177,2020-01-10,Online-Shopping,48076,W,676123
488540177,2020-01-28,Friend,2954,D,679077
488540177,2020-02-10,Bank-transfered,35512,W,643565
488540177,2020-02-22,Other,29354,D,672919
488540177,2020-03-10,Incentive,39104,D,712023
488540177,2020-03-17,Bank-transfered,10562,W,701461
488540177,2020-03-18,Friend,8394,D,709855
488540177,2020-03-23,Bank-transfered,25910,W,683945
488540177,2020-03-26,Friend,44788,D,728733
488540177,2020-03-27,Bank-transfered,45453,W,683280
488540177,2020-03-28,Bank-transfered,10853,W,672427
488540177,2020-03-31,Other,21480,D,693907
488540177,2020-04-05,Friend,4303,D,698210
488540177,2020-04-08,Rent-payment,18957,W,679253
488540177,2020-04-09,Bank-transfered,22432,W,656821
488540177,2020-04-09,Incentive,25559,D,682380
488540177,2020-04-10,Credit-bill,49887,W,632493
488540177,2020-04-13,Rent-payment,21513,W,610980
488540177,2020-04-17,Online-Shopping,45276,W,565704
488540177,2020-04-27,Other,48951,D,614655
488540177,2020-05-02,Incentive,6426,D,621081
488540177,2020-05-09,Friend,28999,D,650080
488540177,2020-05-14,Other,10468,W,639612
488540177,2020-05-15,Other,10368,D,649980
488540177,2020-05-22,Salary,24993,D,674973
488540177,2020-05-25,Credit-bill,48111,W,626862
488540177,2020-06-05,Rent-payment,24265,W,602597
